rootbeerid,brandid,containertype,locationid,purchasedate
104984,10014,Bottle,2,2015-06-28
104742,10014,Bottle,1,2015-06-30
104765,10014,Bottle,1,2015-07-02
104882,10014,Bottle,1,2015-07-03
104647,10014,Bottle,1,2015-07-04
104726,10014,Bottle,1,2015-07-04
105002,10014,Bottle,1,2015-07-04
104644,10014,Bottle,2,2015-07-05
105049,10014,Bottle,1,2015-07-06
104560,10014,Bottle,1,2015-07-06
104762,10014,Bottle,1,2015-07-06
104752,10014,Bottle,2,2015-07-07
104556,10014,Bottle,1,2015-07-08
104723,10014,Bottle,2,2015-07-08
104764,10014,Bottle,2,2015-07-09
104963,10014,Bottle,1,2015-07-09
105007,10014,Bottle,2,2015-07-09
104741,10014,Bottle,2,2015-07-10
104920,10014,Bottle,1,2015-07-11
105003,10014,Bottle,2,2015-07-11
105050,10014,Bottle,2,2015-07-11
104592,10014,Bottle,1,2015-07-11
104902,10014,Bottle,1,2015-07-12
104603,10014,Bottle,2,2015-07-12
104771,10014,Bottle,1,2015-07-13
104924,10014,Bottle,1,2015-07-14
104580,10014,Bottle,1,2015-07-14
104946,10014,Bottle,1,2015-07-15
104834,10014,Bottle,1,2015-07-15
104727,10014,Bottle,2,2015-07-16
104922,10014,Bottle,1,2015-07-16
104779,10014,Bottle,1,2015-07-18
104657,10014,Bottle,2,2015-07-20
104573,10014,Bottle,2,2015-07-20
104906,10014,Bottle,1,2015-07-20
104643,10014,Bottle,1,2015-07-21
104639,10014,Bottle,2,2015-07-21
104629,10014,Bottle,1,2015-07-23
104811,10014,Bottle,1,2015-07-23
104767,10014,Bottle,2,2015-07-23
104787,10014,Bottle,1,2015-07-24
105041,10014,Bottle,2,2015-07-25
104675,10014,Bottle,2,2015-07-26
104554,10014,Bottle,2,2015-07-26
104587,10014,Bottle,2,2015-07-27
104561,10014,Bottle,2,2015-07-28
104796,10014,Bottle,2,2015-07-28
105024,10014,Bottle,2,2015-07-28
104567,10014,Bottle,2,2015-07-28
104605,10014,Bottle,2,2015-07-28
104983,10014,Bottle,1,2015-07-28
104789,10014,Bottle,1,2015-07-29
105032,10014,Bottle,2,2015-07-29
104616,10014,Bottle,2,2015-07-30
104770,10014,Bottle,1,2015-07-30
104754,10014,Bottle,2,2015-07-30
104907,10014,Bottle,2,2015-07-31
104881,10014,Bottle,2,2015-07-31
105037,10014,Bottle,2,2015-07-31
104689,10014,Bottle,1,2015-08-02
104971,10014,Bottle,2,2015-08-02
104614,10014,Bottle,1,2015-08-02
104575,10014,Bottle,2,2015-08-02
104724,10014,Bottle,2,2015-08-02
104823,10014,Bottle,1,2015-08-03
104792,10014,Bottle,2,2015-08-03
104908,10014,Bottle,1,2015-08-03
104661,10014,Bottle,2,2015-08-04
104807,10014,Bottle,1,2015-08-04
104622,10014,Bottle,2,2015-08-05
104683,10014,Bottle,1,2015-08-05
104919,10014,Bottle,1,2015-08-05
104832,10014,Bottle,2,2015-08-05
104584,10014,Bottle,2,2015-08-06
104889,10014,Bottle,1,2015-08-07
104916,10014,Bottle,2,2015-08-08
105039,10014,Bottle,1,2015-08-09
105073,10014,Bottle,1,2015-08-10
105064,10014,Bottle,2,2015-08-10
104728,10014,Bottle,1,2015-08-10
104746,10014,Bottle,2,2015-08-10
104712,10014,Bottle,1,2015-08-10
104915,10014,Bottle,2,2015-08-11
104553,10014,Bottle,1,2015-08-11
104799,10014,Bottle,2,2015-08-11
104845,10014,Bottle,2,2015-08-11
104691,10014,Bottle,1,2015-08-11
104621,10014,Bottle,2,2015-08-12
104704,10014,Bottle,2,2015-08-14
104574,10014,Bottle,1,2015-08-14
104995,10014,Bottle,1,2015-08-14
104755,10014,Bottle,1,2015-08-15
105057,10014,Bottle,2,2015-08-15
104838,10014,Bottle,1,2015-08-16
104697,10014,Bottle,2,2015-08-16
104778,10014,Bottle,2,2015-08-16
104941,10014,Bottle,2,2015-08-17
104772,10014,Bottle,2,2015-08-17
105074,10014,Bottle,1,2015-08-18
104977,10014,Bottle,2,2015-08-18
104586,10014,Bottle,1,2015-08-18
104897,10014,Bottle,1,2015-08-18
104851,10014,Bottle,1,2015-08-19
104828,10014,Bottle,1,2015-08-21
104608,10014,Bottle,1,2015-08-22
104780,10014,Bottle,2,2015-08-23
104875,10014,Bottle,2,2015-08-24
104687,10014,Bottle,2,2015-08-24
104802,10014,Bottle,2,2015-08-24
104710,10014,Bottle,1,2015-08-25
105004,10014,Bottle,2,2015-08-25
104568,10014,Bottle,2,2015-08-25
104749,10014,Bottle,2,2015-08-25
104582,10014,Bottle,1,2015-08-26
104595,10014,Bottle,2,2015-08-26
104680,10014,Bottle,1,2015-08-26
104982,10014,Bottle,2,2015-08-27
104634,10014,Bottle,2,2015-08-27
105018,10014,Bottle,1,2015-08-28
104626,10014,Bottle,2,2015-08-28
104821,10014,Bottle,1,2015-08-28
105020,10014,Bottle,2,2015-08-28
104829,10014,Bottle,2,2015-08-28
104988,10014,Bottle,1,2015-08-28
104774,10014,Bottle,2,2015-08-30
104842,10014,Bottle,1,2015-08-30
104682,10014,Bottle,1,2015-09-01
104576,10014,Bottle,2,2015-09-01
105026,10014,Bottle,2,2015-09-01
104846,10014,Bottle,1,2015-09-01
104766,10014,Bottle,2,2015-09-02
104806,10014,Bottle,2,2015-09-03
104785,10014,Bottle,2,2015-09-03
105048,10014,Bottle,2,2015-09-03
105034,10014,Bottle,2,2015-09-05
104773,10014,Bottle,1,2015-09-05
104943,10014,Bottle,2,2015-09-06
104913,10014,Bottle,1,2015-09-06
105042,10014,Bottle,1,2015-09-07
105045,10014,Bottle,2,2015-09-08
104926,10014,Bottle,1,2015-09-08
104896,10014,Bottle,2,2015-09-09
104681,10014,Bottle,1,2015-09-09
105021,10014,Bottle,2,2015-09-11
104571,10014,Bottle,1,2015-09-11
105040,10014,Bottle,2,2015-09-13
104795,10014,Bottle,1,2015-09-14
104637,10014,Bottle,2,2015-09-15
104836,10014,Bottle,1,2015-09-16
104713,10014,Bottle,1,2015-09-16
104670,10014,Bottle,1,2015-09-16
104968,10014,Bottle,2,2015-09-16
104951,10014,Bottle,2,2015-09-18
104797,10014,Bottle,1,2015-09-19
104558,10014,Bottle,2,2015-09-21
104694,10014,Bottle,1,2015-09-23
104887,10014,Bottle,1,2015-09-23
105066,10014,Bottle,2,2015-09-24
104864,10014,Bottle,2,2015-09-25
104975,10014,Bottle,2,2015-09-26
104598,10014,Bottle,1,2015-10-01
105063,10014,Bottle,1,2015-10-02
104708,10014,Bottle,2,2015-10-03
104625,10014,Bottle,1,2015-10-05
105006,10014,Bottle,2,2015-10-05
104935,10014,Bottle,2,2015-10-05
105051,10014,Bottle,1,2015-10-07
104641,10014,Bottle,2,2015-10-07
105058,10014,Bottle,2,2015-10-08
104638,10014,Bottle,1,2015-10-12
104791,10014,Bottle,2,2015-10-13
104957,10014,Bottle,2,2015-10-13
104783,10014,Bottle,2,2015-10-15
104593,10014,Bottle,2,2015-10-15
104557,10014,Bottle,1,2015-10-15
104757,10014,Bottle,1,2015-10-23
104892,10014,Bottle,2,2015-10-25
104718,10014,Bottle,1,2015-10-25
105029,10014,Bottle,2,2015-10-29
104859,10014,Bottle,1,2015-10-29
104883,10014,Bottle,2,2015-11-04
104978,10014,Bottle,2,2015-11-05
105065,10014,Bottle,2,2015-11-07
104588,10014,Bottle,2,2015-11-07
104564,10014,Bottle,2,2015-11-08
104745,10014,Bottle,1,2015-11-09
104685,10014,Bottle,1,2015-11-11
104662,10014,Bottle,2,2015-11-12
104848,10014,Bottle,1,2015-11-19
104981,10014,Bottle,2,2015-11-20
104905,10014,Bottle,2,2015-11-24
104572,10014,Bottle,1,2015-11-25
104961,10014,Bottle,2,2015-11-25
104987,10014,Bottle,1,2015-11-27
105069,10014,Bottle,2,2015-12-01
104736,10014,Bottle,1,2015-12-03
104921,10014,Bottle,1,2015-12-04
104716,10014,Bottle,2,2015-12-06
104871,10014,Bottle,1,2015-12-07
104579,10014,Bottle,1,2015-12-08
104942,10014,Bottle,2,2015-12-08
104654,10014,Bottle,1,2015-12-09
105012,10014,Bottle,2,2015-12-10
104929,10014,Bottle,1,2015-12-11
104856,10014,Bottle,2,2015-12-14
104725,10014,Bottle,2,2015-12-19
104804,10014,Bottle,2,2015-12-19
104733,10014,Bottle,2,2015-12-24
104917,10014,Bottle,2,2015-12-27
104824,10014,Bottle,2,2015-12-29
104835,10014,Bottle,2,2015-12-29
104609,10014,Bottle,1,2015-12-31
104839,10014,Bottle,1,2016-01-01
104692,10014,Bottle,1,2016-01-02
104700,10014,Bottle,1,2016-01-03
104751,10014,Bottle,2,2016-01-04
104607,10014,Bottle,2,2016-01-10
104709,10014,Bottle,1,2016-01-12
104865,10014,Bottle,1,2016-01-12
105014,10014,Bottle,1,2016-01-17
104563,10014,Bottle,1,2016-01-22
104860,10014,Bottle,2,2016-01-23
104854,10014,Bottle,1,2016-01-23
104782,10014,Bottle,2,2016-01-24
104569,10014,Bottle,2,2016-01-29
104714,10014,Bottle,1,2016-01-30
104768,10014,Bottle,2,2016-02-02
104602,10014,Bottle,2,2016-02-07
104720,10014,Bottle,1,2016-02-11
105008,10014,Bottle,1,2016-02-18
104970,10014,Bottle,1,2016-02-20
104894,10014,Bottle,1,2016-02-27
104559,10014,Bottle,2,2016-02-28
104814,10014,Bottle,2,2016-02-28
105010,10014,Bottle,1,2016-02-28
104818,10014,Bottle,1,2016-03-01
104956,10014,Bottle,2,2016-03-04
104790,10014,Bottle,2,2016-03-06
104678,10014,Bottle,2,2016-03-09
104855,10014,Bottle,2,2016-03-10
104666,10014,Bottle,1,2016-03-11
104986,10014,Bottle,1,2016-03-11
105055,10014,Bottle,2,2016-03-12
104867,10014,Bottle,1,2016-03-14
104601,10014,Bottle,1,2016-03-14
104967,10014,Bottle,2,2016-03-14
104699,10014,Bottle,2,2016-03-14
104729,10014,Bottle,1,2016-03-16
104837,10014,Bottle,2,2016-03-16
104840,10014,Bottle,2,2016-03-19
104769,10014,Bottle,1,2016-03-20
104912,10014,Bottle,2,2016-03-23
105017,10014,Bottle,1,2016-03-26
104861,10014,Bottle,1,2016-03-27
104660,10014,Bottle,2,2016-03-30
105059,10014,Bottle,1,2016-04-01
105025,10014,Bottle,1,2016-04-02
104868,10014,Bottle,1,2016-04-02
104677,10014,Bottle,1,2016-04-05
104705,10014,Bottle,1,2016-04-05
104888,10014,Bottle,1,2016-04-06
104775,10014,Bottle,1,2016-04-06
104959,10014,Bottle,2,2016-04-06
104885,10014,Bottle,1,2016-04-09
104562,10014,Bottle,1,2016-04-10
104973,10014,Bottle,1,2016-04-12
104732,10014,Bottle,1,2016-04-17
104991,10014,Bottle,2,2016-04-25
104739,10014,Bottle,2,2016-04-28
104997,10014,Bottle,1,2016-04-29
104583,10014,Bottle,1,2016-05-07
104649,10014,Bottle,1,2016-05-08
104659,10014,Bottle,1,2016-05-10
104841,10014,Bottle,2,2016-05-17
104938,10014,Bottle,1,2016-05-19
104776,10014,Bottle,2,2016-05-21
104703,10014,Bottle,2,2016-05-22
105072,10014,Bottle,1,2016-05-24
104640,10014,Bottle,1,2016-05-25
104819,10014,Bottle,2,2016-05-27
104794,10014,Bottle,1,2016-05-30
104996,10014,Bottle,2,2016-05-30
104830,10014,Bottle,1,2016-06-01
104623,10014,Bottle,1,2016-06-01
104866,10014,Bottle,2,2016-06-02
104655,10014,Bottle,2,2016-06-02
104750,10014,Bottle,1,2016-06-03
104735,10014,Bottle,2,2016-06-05
104940,10014,Bottle,2,2016-06-06
105036,10014,Bottle,1,2016-06-08
104719,10014,Bottle,1,2016-06-08
104878,10014,Bottle,1,2016-06-11
104734,10014,Bottle,2,2016-06-11
104833,10014,Bottle,2,2016-06-12
104886,10014,Bottle,1,2016-06-15
104862,10014,Bottle,2,2016-06-17
104717,10014,Bottle,2,2016-06-17
104937,10014,Bottle,1,2016-06-22
104611,10014,Bottle,1,2016-06-24
104953,10014,Bottle,1,2016-06-25
104552,10014,Bottle,1,2016-06-28
104645,10014,Bottle,1,2016-06-29
104618,10014,Bottle,1,2016-07-01
105053,10014,Bottle,2,2016-07-03
104936,10014,Bottle,2,2016-07-03
104759,10014,Bottle,2,2016-07-05
104693,10014,Bottle,2,2016-07-11
104620,10014,Bottle,1,2016-07-15
105044,10014,Bottle,1,2016-07-25
106391,10014,Bottle,1,2016-07-27
104884,10014,Bottle,2,2016-08-01
104877,10014,Bottle,1,2016-08-03
104600,10014,Bottle,1,2016-08-11
104863,10014,Bottle,2,2016-08-13
104740,10014,Bottle,1,2016-08-16
105035,10014,Bottle,2,2016-08-16
104604,10014,Bottle,1,2016-08-18
104633,10014,Bottle,2,2016-09-02
106392,10014,Bottle,2,2016-09-05
106404,10014,Bottle,1,2016-09-25
106390,10014,Bottle,1,2016-09-26
106429,10014,Bottle,2,2016-10-01
106421,10014,Bottle,1,2016-10-01
105269,10015,Bottle,1,2014-07-08
105114,10015,Bottle,1,2014-07-25
105364,10015,Bottle,1,2014-07-26
105374,10015,Bottle,1,2014-08-12
105286,10015,Bottle,2,2014-09-02
105272,10015,Bottle,1,2014-09-08
105248,10015,Bottle,1,2014-09-18
105205,10015,Bottle,1,2014-09-22
105219,10015,Bottle,2,2014-10-11
105253,10015,Bottle,2,2014-10-17
105086,10015,Bottle,2,2014-10-19
105303,10015,Bottle,1,2014-10-20
105307,10015,Bottle,2,2014-10-22
105425,10015,Bottle,1,2014-10-30
105147,10015,Bottle,2,2014-10-31
105224,10015,Bottle,2,2014-11-01
105195,10015,Bottle,2,2014-11-02
105439,10015,Bottle,2,2014-11-03
105388,10015,Bottle,1,2014-11-16
105371,10015,Bottle,1,2014-11-18
105250,10015,Bottle,1,2014-12-03
105265,10015,Bottle,2,2014-12-05
105266,10015,Bottle,1,2014-12-06
105332,10015,Bottle,1,2014-12-13
105384,10015,Bottle,2,2014-12-13
105315,10015,Bottle,2,2014-12-20
105313,10015,Bottle,1,2014-12-20
105296,10015,Bottle,1,2014-12-21
105305,10015,Bottle,1,2014-12-29
105230,10015,Bottle,1,2014-12-30
105453,10015,Bottle,2,2015-01-06
105276,10015,Bottle,2,2015-01-09
105274,10015,Bottle,2,2015-01-10
105121,10015,Bottle,1,2015-01-10
105372,10015,Bottle,1,2015-01-11
105091,10015,Bottle,1,2015-01-16
105270,10015,Bottle,2,2015-01-16
105225,10015,Bottle,1,2015-01-19
105214,10015,Bottle,2,2015-01-20
105098,10015,Bottle,1,2015-01-21
105128,10015,Bottle,1,2015-01-22
105346,10015,Bottle,1,2015-01-23
105165,10015,Bottle,2,2015-01-28
105394,10015,Bottle,1,2015-02-01
105402,10015,Bottle,1,2015-02-01
105094,10015,Bottle,2,2015-02-03
105446,10015,Bottle,1,2015-02-04
105428,10015,Bottle,1,2015-02-08
105406,10015,Bottle,1,2015-02-09
105127,10015,Bottle,2,2015-02-10
105295,10015,Bottle,2,2015-02-12
105243,10015,Bottle,1,2015-02-15
105176,10015,Bottle,2,2015-02-19
105262,10015,Bottle,2,2015-02-21
105174,10015,Bottle,2,2015-02-24
105142,10015,Bottle,2,2015-02-26
105161,10015,Bottle,1,2015-03-03
105245,10015,Bottle,1,2015-03-04
105328,10015,Bottle,2,2015-03-05
105112,10015,Bottle,1,2015-03-07
105324,10015,Bottle,2,2015-03-08
105434,10015,Bottle,2,2015-03-09
105190,10015,Bottle,2,2015-03-11
105404,10015,Bottle,2,2015-03-11
105378,10015,Bottle,1,2015-03-14
105395,10015,Bottle,2,2015-03-17
105247,10015,Bottle,1,2015-03-19
105204,10015,Bottle,1,2015-03-22
105426,10015,Bottle,1,2015-03-22
105429,10015,Bottle,1,2015-03-22
105414,10015,Bottle,2,2015-03-23
105171,10015,Bottle,1,2015-03-25
105085,10015,Bottle,2,2015-03-27
105191,10015,Bottle,1,2015-03-28
105267,10015,Bottle,2,2015-03-30
105309,10015,Bottle,1,2015-03-30
105229,10015,Bottle,2,2015-04-01
105292,10015,Bottle,2,2015-04-03
105341,10015,Bottle,2,2015-04-08
105078,10015,Bottle,2,2015-04-09
105416,10015,Bottle,1,2015-04-10
105383,10015,Bottle,2,2015-04-14
105259,10015,Bottle,2,2015-04-15
105252,10015,Bottle,2,2015-04-15
105197,10015,Bottle,1,2015-04-15
105357,10015,Bottle,1,2015-04-17
105298,10015,Bottle,1,2015-04-17
105436,10015,Bottle,2,2015-04-20
105081,10015,Bottle,1,2015-04-20
105358,10015,Bottle,1,2015-04-21
105397,10015,Bottle,2,2015-04-22
105255,10015,Bottle,1,2015-04-24
105199,10015,Bottle,2,2015-05-02
105133,10015,Bottle,2,2015-05-05
105187,10015,Bottle,2,2015-05-06
105278,10015,Bottle,1,2015-05-06
105136,10015,Bottle,2,2015-05-06
105241,10015,Bottle,2,2015-05-08
105246,10015,Bottle,2,2015-05-08
105387,10015,Bottle,2,2015-05-09
105242,10015,Bottle,1,2015-05-09
105194,10015,Bottle,1,2015-05-12
105291,10015,Bottle,1,2015-05-13
105106,10015,Bottle,1,2015-05-19
105236,10015,Bottle,2,2015-05-20
105427,10015,Bottle,1,2015-05-21
105090,10015,Bottle,1,2015-05-23
105115,10015,Bottle,1,2015-05-24
105096,10015,Bottle,2,2015-05-26
105129,10015,Bottle,1,2015-05-27
105107,10015,Bottle,1,2015-05-28
105281,10015,Bottle,2,2015-05-29
105284,10015,Bottle,1,2015-05-31
105149,10015,Bottle,1,2015-05-31
105175,10015,Bottle,1,2015-06-03
105338,10015,Bottle,1,2015-06-04
105290,10015,Bottle,2,2015-06-04
105447,10015,Bottle,1,2015-06-05
105356,10015,Bottle,1,2015-06-05
105200,10015,Bottle,2,2015-06-07
105411,10015,Bottle,1,2015-06-07
105359,10015,Bottle,1,2015-06-08
105285,10015,Bottle,2,2015-06-09
105320,10015,Bottle,1,2015-06-09
105459,10015,Bottle,2,2015-06-09
105354,10015,Bottle,1,2015-06-11
105301,10015,Bottle,1,2015-06-13
105105,10015,Bottle,1,2015-06-13
105275,10015,Bottle,1,2015-06-14
105334,10015,Bottle,2,2015-06-15
105335,10015,Bottle,1,2015-06-16
105370,10015,Bottle,1,2015-06-17
105433,10015,Bottle,1,2015-06-19
105099,10015,Bottle,2,2015-06-21
105251,10015,Bottle,2,2015-06-23
105282,10015,Bottle,2,2015-06-24
105306,10015,Bottle,2,2015-06-25
105365,10015,Bottle,2,2015-06-26
105145,10015,Bottle,1,2015-06-26
105379,10015,Bottle,1,2015-06-27
105360,10015,Bottle,1,2015-06-27
105268,10015,Bottle,2,2015-07-01
105351,10015,Bottle,1,2015-07-02
105198,10015,Bottle,2,2015-07-02
105146,10015,Bottle,2,2015-07-03
105158,10015,Bottle,1,2015-07-04
105417,10015,Bottle,1,2015-07-05
105135,10015,Bottle,1,2015-07-05
105432,10015,Bottle,2,2015-07-05
105232,10015,Bottle,2,2015-07-05
105333,10015,Bottle,2,2015-07-07
105454,10015,Bottle,2,2015-07-08
105299,10015,Bottle,1,2015-07-09
105185,10015,Bottle,1,2015-07-09
105331,10015,Bottle,2,2015-07-09
105093,10015,Bottle,2,2015-07-10
105456,10015,Bottle,1,2015-07-11
105231,10015,Bottle,1,2015-07-12
105350,10015,Bottle,1,2015-07-13
105410,10015,Bottle,2,2015-07-13
105362,10015,Bottle,2,2015-07-15
105076,10015,Bottle,1,2015-07-16
105366,10015,Bottle,2,2015-07-17
105218,10015,Bottle,2,2015-07-19
105435,10015,Bottle,2,2015-07-19
105325,10015,Bottle,1,2015-07-20
105423,10015,Bottle,1,2015-07-21
105207,10015,Bottle,1,2015-07-23
105167,10015,Bottle,2,2015-07-24
105396,10015,Bottle,2,2015-07-24
105297,10015,Bottle,2,2015-07-25
105310,10015,Bottle,2,2015-07-25
105367,10015,Bottle,2,2015-07-26
105164,10015,Bottle,2,2015-07-26
105401,10015,Bottle,2,2015-07-26
105300,10015,Bottle,2,2015-07-26
105082,10015,Bottle,2,2015-07-27
105326,10015,Bottle,1,2015-07-27
105130,10015,Bottle,2,2015-07-27
105102,10015,Bottle,2,2015-07-29
105405,10015,Bottle,2,2015-07-30
105160,10015,Bottle,1,2015-07-30
105403,10015,Bottle,2,2015-07-31
105421,10015,Bottle,1,2015-07-31
105322,10015,Bottle,1,2015-07-31
105189,10015,Bottle,2,2015-08-01
105424,10015,Bottle,1,2015-08-02
105254,10015,Bottle,1,2015-08-03
105100,10015,Bottle,1,2015-08-03
105140,10015,Bottle,1,2015-08-03
105238,10015,Bottle,2,2015-08-05
105304,10015,Bottle,1,2015-08-05
105143,10015,Bottle,1,2015-08-06
105277,10015,Bottle,1,2015-08-07
105168,10015,Bottle,1,2015-08-07
105117,10015,Bottle,1,2015-08-07
105182,10015,Bottle,1,2015-08-08
105430,10015,Bottle,2,2015-08-08
105451,10015,Bottle,2,2015-08-09
105323,10015,Bottle,2,2015-08-11
105408,10015,Bottle,2,2015-08-11
105458,10015,Bottle,2,2015-08-11
105273,10015,Bottle,1,2015-08-12
105179,10015,Bottle,2,2015-08-14
105419,10015,Bottle,1,2015-08-14
105089,10015,Bottle,1,2015-08-15
105119,10015,Bottle,2,2015-08-17
105216,10015,Bottle,1,2015-08-17
105342,10015,Bottle,2,2015-08-18
105122,10015,Bottle,1,2015-08-18
105317,10015,Bottle,1,2015-08-19
105413,10015,Bottle,2,2015-08-19
105193,10015,Bottle,1,2015-08-19
105163,10015,Bottle,1,2015-08-20
105210,10015,Bottle,1,2015-08-20
105166,10015,Bottle,1,2015-08-20
105448,10015,Bottle,1,2015-08-21
105336,10015,Bottle,1,2015-08-22
105222,10015,Bottle,2,2015-08-22
105141,10015,Bottle,2,2015-08-22
105400,10015,Bottle,1,2015-08-23
105407,10015,Bottle,1,2015-08-23
105382,10015,Bottle,1,2015-08-24
105159,10015,Bottle,1,2015-08-25
105137,10015,Bottle,2,2015-08-25
105235,10015,Bottle,1,2015-08-26
105339,10015,Bottle,2,2015-08-26
105441,10015,Bottle,2,2015-08-26
105134,10015,Bottle,2,2015-08-26
105279,10015,Bottle,2,2015-08-27
105075,10015,Bottle,2,2015-08-28
105201,10015,Bottle,2,2015-08-28
105144,10015,Bottle,2,2015-08-29
105373,10015,Bottle,1,2015-08-29
105113,10015,Bottle,2,2015-08-29
105152,10015,Bottle,2,2015-08-29
105369,10015,Bottle,1,2015-08-30
105240,10015,Bottle,1,2015-08-31
105206,10015,Bottle,1,2015-09-01
105318,10015,Bottle,1,2015-09-03
105386,10015,Bottle,1,2015-09-03
105220,10015,Bottle,1,2015-09-04
105316,10015,Bottle,1,2015-09-04
105283,10015,Bottle,2,2015-09-05
105418,10015,Bottle,2,2015-09-06
105261,10015,Bottle,2,2015-09-07
105271,10015,Bottle,1,2015-09-08
105349,10015,Bottle,2,2015-09-12
105083,10015,Bottle,2,2015-09-13
105293,10015,Bottle,1,2015-09-13
105234,10015,Bottle,2,2015-09-14
105321,10015,Bottle,2,2015-09-20
105348,10015,Bottle,1,2015-09-24
105227,10015,Bottle,2,2015-09-24
105173,10015,Bottle,1,2015-10-01
105084,10015,Bottle,2,2015-10-02
105260,10015,Bottle,2,2015-10-04
105437,10015,Bottle,2,2015-10-08
105103,10015,Bottle,1,2015-10-10
105288,10015,Bottle,2,2015-10-12
105312,10015,Bottle,2,2015-10-16
105327,10015,Bottle,2,2015-10-16
105108,10015,Bottle,1,2015-10-18
105170,10015,Bottle,1,2015-10-25
105392,10015,Bottle,1,2015-10-27
105314,10015,Bottle,1,2015-11-07
105257,10015,Bottle,1,2015-11-18
105355,10015,Bottle,2,2015-11-22
105398,10015,Bottle,2,2015-11-28
105109,10015,Bottle,2,2015-11-30
105376,10015,Bottle,2,2015-11-30
105217,10015,Bottle,2,2015-11-30
105345,10015,Bottle,1,2015-12-02
105148,10015,Bottle,2,2015-12-04
105294,10015,Bottle,2,2015-12-06
105443,10015,Bottle,2,2015-12-07
105237,10015,Bottle,2,2015-12-08
105399,10015,Bottle,2,2015-12-10
105340,10015,Bottle,2,2015-12-15
105155,10015,Bottle,2,2015-12-19
105139,10015,Bottle,1,2015-12-23
105412,10015,Bottle,1,2015-12-27
105256,10015,Bottle,1,2015-12-30
105263,10015,Bottle,2,2016-01-01
105438,10015,Bottle,2,2016-01-02
105385,10015,Bottle,2,2016-01-02
105186,10015,Bottle,2,2016-01-03
105157,10015,Bottle,1,2016-01-03
105208,10015,Bottle,1,2016-01-04
105203,10015,Bottle,1,2016-01-06
105080,10015,Bottle,2,2016-01-07
105444,10015,Bottle,1,2016-01-08
105228,10015,Bottle,2,2016-01-10
105352,10015,Bottle,1,2016-01-29
105375,10015,Bottle,1,2016-01-30
105212,10015,Bottle,2,2016-02-02
105079,10015,Bottle,1,2016-02-04
105344,10015,Bottle,1,2016-02-05
105153,10015,Bottle,1,2016-02-06
105202,10015,Bottle,2,2016-02-06
105415,10015,Bottle,1,2016-02-08
105368,10015,Bottle,2,2016-02-09
105126,10015,Bottle,2,2016-02-15
105239,10015,Bottle,1,2016-02-18
105097,10015,Bottle,1,2016-02-24
105162,10015,Bottle,2,2016-02-24
105125,10015,Bottle,2,2016-02-25
105347,10015,Bottle,2,2016-03-06
105223,10015,Bottle,1,2016-03-08
105302,10015,Bottle,2,2016-03-08
105390,10015,Bottle,2,2016-03-08
105184,10015,Bottle,1,2016-03-09
105110,10015,Bottle,1,2016-03-09
105077,10015,Bottle,1,2016-03-09
105258,10015,Bottle,1,2016-03-10
105449,10015,Bottle,1,2016-03-16
105123,10015,Bottle,2,2016-03-17
105087,10015,Bottle,1,2016-03-19
105363,10015,Bottle,1,2016-03-19
105120,10015,Bottle,1,2016-03-20
105178,10015,Bottle,2,2016-03-23
105177,10015,Bottle,2,2016-03-24
105221,10015,Bottle,2,2016-03-28
105442,10015,Bottle,1,2016-03-29
105264,10015,Bottle,2,2016-04-03
105343,10015,Bottle,2,2016-04-05
105180,10015,Bottle,1,2016-04-07
105183,10015,Bottle,2,2016-04-07
105209,10015,Bottle,1,2016-04-10
105330,10015,Bottle,1,2016-04-11
105150,10015,Bottle,2,2016-04-13
105337,10015,Bottle,2,2016-04-19
105151,10015,Bottle,1,2016-04-19
105420,10015,Bottle,2,2016-04-21
105450,10015,Bottle,1,2016-04-22
105431,10015,Bottle,2,2016-04-25
105409,10015,Bottle,1,2016-04-26
105287,10015,Bottle,1,2016-04-29
105244,10015,Bottle,2,2016-05-02
105154,10015,Bottle,2,2016-05-04
105361,10015,Bottle,2,2016-05-04
105280,10015,Bottle,2,2016-05-07
105138,10015,Bottle,1,2016-05-09
105169,10015,Bottle,1,2016-05-19
105132,10015,Bottle,2,2016-05-21
105308,10015,Bottle,2,2016-05-22
105445,10015,Bottle,2,2016-05-22
105329,10015,Bottle,2,2016-05-23
105215,10015,Bottle,2,2016-05-24
105233,10015,Bottle,1,2016-05-27
105131,10015,Bottle,1,2016-05-30
105118,10015,Bottle,2,2016-06-01
105289,10015,Bottle,1,2016-06-05
105391,10015,Bottle,2,2016-06-07
105192,10015,Bottle,2,2016-06-07
105381,10015,Bottle,2,2016-06-07
105452,10015,Bottle,1,2016-06-09
105226,10015,Bottle,1,2016-06-12
105380,10015,Bottle,2,2016-06-14
105389,10015,Bottle,2,2016-06-14
105172,10015,Bottle,2,2016-06-14
105101,10015,Bottle,2,2016-06-15
105311,10015,Bottle,2,2016-06-22
105124,10015,Bottle,2,2016-06-25
105393,10015,Bottle,2,2016-06-25
105249,10015,Bottle,2,2016-06-26
105116,10015,Bottle,2,2016-06-29
105092,10015,Bottle,1,2016-07-03
105422,10015,Bottle,2,2016-07-06
105353,10015,Bottle,1,2016-07-06
105156,10015,Bottle,2,2016-07-07
105188,10015,Bottle,1,2016-07-13
105457,10015,Bottle,1,2016-07-17
105095,10015,Bottle,1,2016-07-21
105319,10015,Bottle,2,2016-07-24
